#bugNames	pValuesTime	pValuesVolume	pValuesGroup	pValuesFobVsDIO	pValuesFobVsHCCR	pValuesFobVsLCCR	pValuesFobVsICR	pValuesHCCRVsLCCR	pValuesLog10VolumeWithDirection	bugIndex	corCoeffVolumeBug	pValuesAdjustedTime	pValuesAdjustedVolume	pValuesAdjustedGroup	pValuesFobVsDIOAdjusted	pValuesFobVsHCCRAdjusted	pValuesFobVsLCCRAdjusted	pValuesFobVsICRAdjusted	pValuesHCCRVsICCRAdjusted
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, NA"	0.445577362	0.608116072	0.550005534	0.116638854	0.441772245	0.054785616	0.351207313	0.224321364	0.216013518	114	-0.013637227	0.950495723	0.859750309	0.681462901	0.470267039	0.795190041	0.276992879	0.586646289	0.682058201
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, NA, NA"	0.056135257	0.040902468	0.560104902	0.111156474	0.706490533	0.026153642	0.563602744	0.05833028	-1.388250492	119	0.049706898	0.899086628	0.288843423	0.692074824	0.470267039	0.912631699	0.183737521	0.747602463	0.512216184
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.24256097	0.819376788	0.569226036	0.61067938	0.686101546	0.092833397	0.431314241	0.184922402	0.086516343	188	-0.02415196	0.919899292	0.926162736	0.70051069	0.802758327	0.900133223	0.370660544	0.661641914	0.661688018
"Bacteria, NA, NA, NA, NA, NA"	0.510728095	0.077820277	0.570038633	0.603744523	0.782912704	0.530979881	0.848810266	0.700590292	-1.108907228	245	0.118152842	0.951195681	0.361537449	0.70051069	0.796730309	0.932508631	0.767538225	0.926006731	0.903339918
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae_UCG-006"	0.893994355	0.205843783	0.572402893	0.9251432	0.054295364	0.306713638	0.148003743	0.272071487	0.686462245	287	-0.121057691	0.990516246	0.554117956	0.701504632	0.962181235	0.434161301	0.625917877	0.400708382	0.723844805
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillibacter"	0.802303263	0.799100075	0.575783544	0.838549692	0.64033434	0.626714934	0.522281782	0.945881668	0.097398829	103	-0.042522945	0.990516246	0.922830602	0.703258932	0.930272651	0.875873472	0.812208147	0.716343864	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Butyricicoccus"	0.369593484	0.548160147	0.577749039	0.987549817	0.291933424	0.939790006	0.48542154	0.250318925	-0.261092542	450	0.02326078	0.950495723	0.840683454	0.703258932	0.991206089	0.688403419	0.974356994	0.692800995	0.701287068
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_9"	0.084031538	0.395449888	0.579969753	0.28606141	0.690155713	0.359551001	0.102076646	0.592205649	-0.402908543	222	0.089711903	0.899086628	0.741451395	0.703258932	0.607205822	0.902819973	0.675656255	0.311057888	0.878835229
"Bacteria, NA, NA, NA, NA, NA"	0.742193472	0.093707758	0.580071669	0.410062581	0.984413703	0.277961631	0.36336231	0.20774921	1.028224453	23	-0.160640607	0.990516246	0.406367297	0.703258932	0.696976049	0.993242526	0.594126569	0.595921498	0.682058201
"Bacteria, NA, NA, NA, NA, NA"	0.316948459	0.052841756	0.584045138	0.912833546	0.869468589	0.358012137	0.450244993	0.205367534	1.277022763	20	-0.212479475	0.927934024	0.330156243	0.704522823	0.961044816	0.968467488	0.675579388	0.663596378	0.679524927
"Bacteria, NA, NA, NA, NA, NA"	0.97564331	0.861719388	0.584238438	0.551358603	0.265262962	0.830953299	0.499815866	0.346799247	0.064634136	365	-0.012391039	0.990516246	0.94602874	0.704522823	0.775348035	0.668148493	0.912720853	0.700158326	0.756945167
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.629612475	0.740109703	0.586990758	0.641416705	0.938360195	0.605335417	0.51397741	0.667070319	0.130703902	124	-0.031441357	0.958706655	0.916710589	0.705954219	0.822329109	0.981717722	0.803774752	0.713242498	0.890746716
"Bacteria, NA, NA, NA, NA, NA"	0.209705703	0.183739998	0.59295904	0.164633855	0.429771493	0.323887445	0.326467124	0.837440574	-0.735796292	274	0.157146335	0.899086628	0.526906211	0.710977193	0.473470343	0.789376211	0.649214389	0.570684779	0.955201323
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.886604888	0.097475819	0.594320181	0.842035236	0.428696674	0.382033991	0.919385884	0.936927577	1.011103108	480	-0.185004617	0.990516246	0.407051799	0.710977193	0.930272651	0.789376211	0.694417991	0.967610443	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_9"	0.953740413	0.80254612	0.59920871	0.422942687	0.030826443	0.183712585	0.543552902	0.376366548	0.095530001	431	-0.02839953	0.990516246	0.922830602	0.71492891	0.704904478	0.39633998	0.508309055	0.731768236	0.776903424
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae_FCS020_group"	0.476245636	0.637742296	0.607112223	0.920778902	0.611761159	0.522598497	0.523329358	0.905307773	0.195354779	560	-0.044582952	0.950495723	0.881223856	0.71817638	0.961370083	0.865699754	0.767538225	0.716343864	0.985900242
"Bacteria, NA, NA, NA, NA, NA"	0.215430987	0.756059515	0.607789302	0.914326972	0.821267369	0.705128891	0.251099929	0.52625226	0.121444017	605	-0.028765117	0.899086628	0.916710589	0.71817638	0.961044816	0.957436052	0.860729646	0.488129603	0.871822701
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, NA"	0.926190074	0.226727236	0.609092796	0.676311845	0.351954147	0.026049825	0.139215077	0.099646051	0.644496306	17	-0.092427776	0.990516246	0.587666572	0.71817638	0.850112654	0.736648214	0.183737521	0.389975154	0.578433664
"Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus"	0.120498421	0.836834499	0.611141381	0.124480825	0.2816745	0.715684296	0.085344814	0.47432338	0.077360424	637	-0.009508049	0.899086628	0.934235586	0.71817638	0.470267039	0.688403419	0.860729646	0.28513928	0.855024331
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, NA"	0.278348778	0.96930716	0.611910918	0.670717424	0.434165022	0.026481017	0.522382506	0.169773359	-0.013538579	87	0.029891193	0.927934024	0.999547657	0.71817638	0.847816968	0.794204309	0.183737521	0.716343864	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae_NK4A136_group"	0.402355313	0.217691546	0.612330892	0.964611705	0.874205826	0.113145952	0.455504365	0.106314267	0.662158436	112	-0.162662279	0.950495723	0.571724671	0.71817638	0.979130028	0.971339807	0.373769313	0.665652694	0.587235976
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.638452301	0.776088189	0.613077398	0.708235148	0.491927118	0.179487371	0.179177197	0.502646951	0.110088926	407	-0.044747925	0.958706655	0.916710589	0.71817638	0.86840822	0.804971648	0.500037432	0.429131643	0.863324916
"Bacteria, Firmicutes, Clostridia, Clostridiales, Family_XIII, Family_XIII_UCG-001"	0.508616175	0.307410775	0.625177027	0.588538878	0.930413245	0.40082102	0.45016832	0.428695818	-0.512280914	547	0.090242594	0.951195681	0.673020677	0.730178331	0.786783031	0.981717722	0.69978003	0.663596378	0.828712048
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.802928277	0.143037313	0.626561007	0.888676712	0.512970656	0.229681001	0.80633495	0.55691131	0.844550656	243	-0.146862321	0.990516246	0.470874659	0.730178331	0.95215362	0.818570196	0.553487332	0.89570705	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Acetatifactor"	0.173000298	0.080965149	0.651293791	0.269351033	0.587304693	0.907778266	0.665045573	0.652153014	1.091701878	503	-0.202611814	0.899086628	0.361537449	0.757045102	0.5917915	0.85615367	0.961070276	0.813057827	0.883969008
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Rikenellaceae, Alistipes"	0.712930307	0.004628022	0.653241718	0.652241315	0.254308909	0.022320706	0.048570735	0.45536195	2.334604583	41	-0.271281981	0.990516246	0.069574598	0.757357364	0.826784765	0.668148493	0.17660769	0.210628862	0.846747427
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_9"	0.190204378	0.614047058	0.66376487	0.070538104	0.636272909	0.026427823	0.253814352	0.252463345	-0.211798345	220	0.11039375	0.899086628	0.862121723	0.767584503	0.431062039	0.875873472	0.183737521	0.4891892	0.701287068
"Bacteria, NA, NA, NA, NA, NA"	0.588218155	0.237808928	0.665595621	0.996322249	0.11056288	0.549548574	0.703729372	0.193165222	-0.623771844	59	0.124399139	0.957368688	0.60785666	0.767733057	0.996322249	0.52212013	0.779391216	0.837227694	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.482855047	0.962378775	0.672728064	0.344064071	0.40662947	0.510835615	0.178134713	0.745950766	0.016653964	52	-0.00405663	0.950495723	0.999547657	0.773980503	0.632337966	0.768923712	0.767538225	0.429131643	0.932438457
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, GCA-900066575"	0.805334065	0.244180224	0.674800281	0.150456059	0.465199545	0.473232961	0.563313155	0.35024598	0.612289512	147	-0.112027837	0.990516246	0.615225033	0.774389127	0.473463124	0.796809582	0.733429778	0.747602463	0.756945167
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.782574647	0.075832265	0.679321654	0.844797356	0.119019532	0.356825454	0.215864486	0.479574867	1.120145972	305	-0.215032892	0.990516246	0.361537449	0.776226763	0.930272651	0.526753657	0.675579388	0.468052322	0.855024331
"Bacteria, NA, NA, NA, NA, NA"	0.574844654	0.13775342	0.679843839	0.373364988	0.998461829	0.613185727	0.579266889	0.594578506	-0.860897609	603	0.142752908	0.956410607	0.470874659	0.776226763	0.648057153	0.999222356	0.803774752	0.759360869	0.878835229
"Bacteria, NA, NA, NA, NA, NA"	0.046801975	0.066409888	0.683558452	0.005573222	0.122620106	0.113505739	0.303238898	0.894032846	-1.17776725	218	0.130392661	0.899086628	0.356557853	0.778497126	0.189462981	0.526753657	0.373769313	0.544863519	0.97886808
"Bacteria, NA, NA, NA, NA, NA"	0.786947322	0.293376047	0.691753466	0.965567792	0.049912362	0.477218329	0.943457507	0.15191705	-0.532575347	644	0.102696084	0.990516246	0.666626618	0.785845877	0.979130028	0.433563795	0.736207937	0.978159392	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.447569394	0.760560459	0.69662148	0.121663776	0.084955642	0.192410648	0.84815266	0.632851599	-0.118866257	260	0.035023248	0.950495723	0.916710589	0.789387656	0.470267039	0.455119513	0.516530965	0.926006731	0.878960554
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.738166109	0.113424248	0.699432609	0.50951912	0.538683279	0.419913283	0.778726824	0.859800424	-0.94529409	425	0.149590904	0.990516246	0.433511323	0.790586734	0.765715619	0.821720257	0.70401818	0.880215031	0.964863319
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.835744317	0.164621629	0.702790589	0.532481344	0.976294263	0.74088841	0.440408886	0.699089571	-0.783513106	638	0.13848341	0.990516246	0.508522976	0.792396389	0.774313795	0.989788439	0.872823871	0.662680344	0.903339918
"Bacteria, NA, NA, NA, NA, NA"	0.964382679	0.638936144	0.709826564	0.122442878	0.233120533	0.558720569	0.296580067	0.591985945	-0.194542543	123	0.04517286	0.990516246	0.881223856	0.796449859	0.470267039	0.63966	0.787446803	0.539345202	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_9"	0.955686179	0.98489598	0.709917613	0.554632244	0.310281666	0.600282155	0.386623885	0.690015114	0.006609635	102	-0.005338816	0.990516246	0.999547657	0.796449859	0.775518198	0.694660445	0.80167671	0.618324015	0.903339918
"Bacteria, NA, NA, NA, NA, NA"	0.062267356	0.584408387	0.724403021	0.696969703	0.199793889	0.267538435	0.338988832	0.125568008	-0.23328356	304	0.026795339	0.899086628	0.84876962	0.810684274	0.86163837	0.583813313	0.588242462	0.581307845	0.634894421
"Bacteria, Deferribacteres, Deferribacteres, Deferribacterales, Deferribacteraceae, Mucispirillum"	0.463953203	0.035438342	0.727568966	0.705782585	0.18883414	0.469248514	0.05584765	0.626863802	-1.450526608	16	0.195726387	0.950495723	0.279101702	0.81221189	0.867765473	0.583813313	0.729762344	0.222896375	0.878835229
"Bacteria, NA, NA, NA, NA, NA"	0.463997548	0.989702444	0.738037761	0.50775518	0.474544374	0.437677862	0.186680905	0.961936117	0.004495357	356	-0.014108063	0.950495723	0.999547657	0.818342693	0.765715619	0.796809582	0.715190999	0.435163805	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillibacter"	0.659439796	0.418564186	0.738520612	0.32115803	0.730889114	0.660003863	0.247343818	0.926308067	-0.378237935	308	0.067276261	0.971919438	0.75300421	0.818342693	0.62925846	0.923876689	0.837109747	0.484040705	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_5"	0.280062192	0.216737627	0.740157323	0.130169694	0.595125388	0.393033196	0.961928315	0.171930057	-0.664065686	254	0.156598552	0.927934024	0.571724671	0.818342693	0.470267039	0.857328504	0.694417991	0.983740749	0.661688018
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.397890859	0.309782532	0.741305338	0.060699535	0.227800646	0.098680088	0.578832967	0.654137066	0.508943075	177	-0.109565037	0.950495723	0.674936821	0.818342693	0.41166014	0.62889749	0.372708891	0.759360869	0.883969008
"Bacteria, NA, NA, NA, NA, NA"	0.759369562	0.824595361	0.742553377	0.253719916	0.910807375	0.41469552	0.524154047	0.454964048	-0.083759113	169	0.045287854	0.990516246	0.929731269	0.818342693	0.568623355	0.975865045	0.703931293	0.716343864	0.846747427
"Bacteria, NA, NA, NA, NA, NA"	0.442957676	0.120568421	0.743947902	0.850418551	0.500954122	0.361858906	0.196441942	0.358197991	-0.918766428	88	0.12149037	0.950495723	0.453136315	0.818342693	0.930272651	0.810896961	0.677171646	0.44745109	0.760325924
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.531600547	0.7633207	0.747401251	0.960612836	0.39318942	0.251384397	0.418196452	0.755992612	0.11729296	482	-0.039238346	0.951195681	0.916710589	0.820141032	0.979130028	0.768923712	0.569720418	0.647976664	0.937180923
"Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus"	0.94981984	0.766323492	0.755261309	0.325577526	0.53747334	0.963746334	0.363204451	0.541458673	0.11558786	608	-0.028676825	0.990516246	0.916710589	0.82605637	0.62925846	0.821720257	0.987010961	0.595921498	0.871822701
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.603303903	0.336614618	0.756455168	0.733692953	0.905784558	0.914465622	0.407462172	0.813649722	0.472867028	660	-0.126964896	0.958063593	0.69788511	0.82605637	0.882785639	0.975094714	0.963607466	0.634875654	0.955201323
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium"	0.512852332	0.688046598	0.762666641	0.325421971	0.189925428	0.047556383	0.04774393	0.480713679	0.162382148	438	-0.038182205	0.951195681	0.902061092	0.830827669	0.62925846	0.583813313	0.2562651	0.209053518	0.855024331
"Bacteria, NA, NA, NA, NA, NA"	0.17506909	0.742051352	0.769093309	0.603670759	0.723302456	0.934718451	0.233218089	0.779596182	0.129566039	449	-0.035540254	0.899086628	0.916710589	0.835112829	0.796730309	0.917093536	0.973748893	0.479335963	0.948157518
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillibacter"	0.882846943	0.061435959	0.77030363	0.102612555	0.817291779	0.769379549	0.499891311	0.611419558	-1.211577361	109	0.202187112	0.990516246	0.356022796	0.835112829	0.466420706	0.955276105	0.880685728	0.700158326	0.878835229
"Bacteria, NA, NA, NA, NA, NA"	0.862199432	0.750290984	0.78148806	0.899637049	0.905303906	0.580473686	0.222799532	0.491269683	0.124770272	609	-0.05528806	0.990516246	0.916710589	0.845206511	0.955199581	0.975094714	0.79582492	0.472173528	0.863324916
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium"	0.544142984	0.556316536	0.792660999	0.989003409	0.987208231	0.355268551	0.598985323	0.290089275	-0.254678031	210	0.035802748	0.951195681	0.840683454	0.855239499	0.991206089	0.99383379	0.675579388	0.770987777	0.737682423
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.518917145	0.589057408	0.795481253	0.243784498	0.805861412	0.980432659	0.533112241	0.784368324	-0.229842378	323	0.055043497	0.951195681	0.84876962	0.856233998	0.560264753	0.944368842	0.989557862	0.722256025	0.94883265
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillibacter"	0.563357445	0.514131242	0.803718612	0.887728258	0.618302271	0.400440041	0.301462289	0.292878925	-0.288926005	138	0.057720364	0.956410607	0.822245355	0.8630407	0.95215362	0.868450764	0.69978003	0.54383797	0.737682423
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae_UCG-003"	0.857205443	0.356649173	0.812333641	0.189838059	0.080946672	0.118488955	0.394476193	0.833955551	-0.447758779	208	0.089060186	0.990516246	0.717319486	0.870219648	0.485582913	0.448523144	0.377718427	0.628652873	0.955201323
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.382218352	0.001637533	0.819566531	0.238378717	0.760227381	0.869016473	0.669528681	0.670293956	2.785809927	50	-0.30230118	0.950495723	0.032109887	0.875887454	0.555805299	0.924808725	0.937623037	0.813057827	0.892403195
"Bacteria, NA, NA, NA, NA, NA"	0.631555628	0.473375962	0.826695888	0.487051712	0.369963511	0.726617152	0.6423405	0.195120875	-0.324793799	403	0.075839915	0.958706655	0.790713182	0.881418074	0.750593392	0.758199805	0.86924227	0.79959541	0.661688018
"Bacteria, NA, NA, NA, NA, NA"	0.061316649	0.262998093	0.837302362	0.868541868	0.282751191	0.383975784	0.208415079	0.821951719	0.5800474	378	-0.129602722	0.899086628	0.638948487	0.890621144	0.939528463	0.688403419	0.694417991	0.461875378	0.955201323
"Bacteria, NA, NA, NA, NA, NA"	0.145535575	0.703501274	0.852025263	0.469207332	0.320324003	0.638550224	0.609312091	0.571899253	-0.152735112	151	0.03212224	0.899086628	0.906511642	0.904149161	0.743462322	0.706819241	0.823245197	0.776270489	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.600200956	0.974397908	0.859607151	0.515525307	0.954562865	0.567884356	0.247923288	0.571796731	0.011263657	242	-0.065724985	0.957368688	0.999547657	0.91005358	0.765715619	0.986264756	0.790572575	0.484040705	0.878835229
"Bacteria, NA, NA, NA, NA, NA"	0.828717194	0.04321224	0.861818851	0.833098028	0.235393417	0.1115461	0.239663993	0.622798892	-1.364393217	510	0.201466114	0.990516246	0.288843423	0.910258318	0.930272651	0.641982047	0.373769313	0.480980928	0.878835229
"Bacteria, NA, NA, NA, NA, NA"	0.313097434	0.445205166	0.875608472	0.418843983	0.77981943	0.350466758	0.914384125	0.496168464	-0.351439804	326	0.080291241	0.927934024	0.763450685	0.921949908	0.700668373	0.932508631	0.675579388	0.967610443	0.863324916
"Bacteria, NA, NA, NA, NA, NA"	0.467952069	0.375930171	0.881598939	0.956841887	0.299994629	0.944969799	0.643576793	0.305837843	-0.424892818	62	0.060179679	0.950495723	0.724549176	0.921949908	0.978588294	0.68968551	0.977480228	0.79959541	0.739488206
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Anaerotruncus"	0.945022715	0.809216968	0.881656481	0.840319265	0.409540856	0.640707459	0.850037221	0.698187138	-0.091935019	164	0.018757652	0.990516246	0.923941399	0.921949908	0.930272651	0.768923712	0.823245197	0.926006731	0.903339918
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.378848183	0.131831393	0.882439502	0.256798043	0.799445961	0.436117406	0.617929044	0.271727976	0.87998116	139	-0.163351709	0.950495723	0.464578082	0.921949908	0.572074847	0.944368842	0.715190999	0.78063305	0.723844805
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.192732794	0.36481524	0.883904684	0.765109106	0.805299733	0.596093563	0.406384828	0.447135119	-0.437927028	284	0.087347953	0.899086628	0.718478922	0.921949908	0.901306539	0.944368842	0.80167671	0.634875654	0.846747427
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae_NK4A136_group"	0.941996979	0.984770651	0.885153681	0.467781294	0.520132329	0.930198751	0.975533858	0.513297909	-0.006664903	167	0.032141544	0.990516246	0.999547657	0.921949908	0.743462322	0.819500641	0.973363426	0.993150722	0.871822701
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.007616812	0.959847041	0.892162342	0.585729116	0.127491531	0.255224106	0.943164978	0.620960667	0.017797969	725	-0.002683338	0.899086628	0.999547657	0.927108793	0.786783031	0.526753657	0.571690194	0.978159392	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium"	0.073547163	0.029227457	0.910309393	0.177462982	0.684013204	0.698273682	0.919144635	0.418043825	-1.534208965	156	0.212795638	0.899086628	0.253491986	0.942327405	0.482651066	0.900017374	0.860729646	0.967610443	0.8214835
"Bacteria, NA, NA, NA, NA, NA"	0.410564386	0.053439924	0.913176223	0.850543678	0.527948394	0.441079615	0.12386883	0.885938746	1.272134168	481	-0.189296483	0.950495723	0.330156243	0.942327405	0.930272651	0.819743089	0.71801329	0.360418336	0.978517193
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.874475548	0.331456924	0.914675348	0.489671352	0.58060234	0.80368435	0.317604003	0.630808397	-0.479572904	133	0.095383372	0.990516246	0.695288711	0.942327405	0.752054977	0.85425252	0.89940854	0.559528926	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.484490217	0.302889408	0.915164974	0.934846093	0.383462906	0.343629908	0.933610478	0.997347495	-0.518715914	150	0.094667089	0.950495723	0.666626618	0.942327405	0.966561719	0.758199805	0.670896487	0.976161331	0.998993258
"Bacteria, NA, NA, NA, NA, NA"	0.861712019	0.000905172	0.921576292	0.350894668	0.055048409	0.114540544	0.14044997	0.609466746	3.043268816	200	-0.319919002	0.990516246	0.024910078	0.946767444	0.633996542	0.434161301	0.373769313	0.390237762	0.878835229
"Bacteria, NA, NA, NA, NA, NA"	0.292410145	0.816054622	0.930396682	0.542294556	0.740469723	0.984591785	0.670637498	0.708222752	0.088280771	495	-0.023138949	0.927934024	0.926162736	0.952746802	0.774313795	0.924808725	0.989557862	0.813057827	0.905731384
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_9"	0.702300139	0.269446957	0.931621596	0.521689098	0.747878854	0.78621322	0.872953577	0.950583287	0.569526717	115	-0.126154457	0.988520904	0.64984266	0.952746802	0.765715619	0.924808725	0.8954095	0.941870964	0.985900242
"Bacteria, NA, NA, NA, NA, NA"	0.519892771	0.644166469	0.937293008	0.945478115	0.92108469	0.69204602	0.44852385	0.755698888	0.191001886	498	-0.035066683	0.951195681	0.88303671	0.95637816	0.972315314	0.97987733	0.859814753	0.663596378	0.937180923
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.593484448	0.163098237	0.946796878	0.361383087	0.508773387	0.695286954	0.621576533	0.273452482	0.787550734	344	-0.168695651	0.957368688	0.507291757	0.96389479	0.642776241	0.814761651	0.860729646	0.783047532	0.723844805
"Bacteria, Firmicutes, Clostridia, Clostridiales, Family_XIII, NA"	0.024328781	0.836206832	0.950472933	0.224276878	0.260558799	0.00573236	0.440807324	0.109575026	-0.077686288	234	0.070517609	0.899086628	0.934235586	0.965457867	0.540559184	0.668148493	0.108381501	0.662680344	0.587235976
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillibacter"	0.569520374	0.007906591	0.964345832	0.568648577	0.051353736	0.072274633	0.003516214	0.72554467	2.102010699	106	-0.271370176	0.956410607	0.104878611	0.977348248	0.780158109	0.433563795	0.329251107	0.038319754	0.914552105
"Bacteria, NA, NA, NA, NA, NA"	0.208900182	0.302793741	0.967030804	0.592709883	0.565283917	0.745269482	0.666679914	0.361582044	0.518853107	303	-0.091368447	0.899086628	0.666626618	0.977871956	0.786783031	0.8432433	0.872823871	0.813057827	0.763905727
"Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, Saccharimonadaceae, Candidatus_Saccharimonas"	0.279265498	0.062909222	0.969727499	0.720092759	0.146398767	0.280596362	0.398125975	0.689935937	-1.201285685	259	0.184789152	0.927934024	0.356022796	0.97840515	0.877210973	0.526753657	0.594126569	0.628800704	0.903339918
"Bacteria, Proteobacteria, Deltaproteobacteria, NA, NA, NA"	0.639846348	0.071778973	0.97713622	0.67916585	0.977992855	0.730833576	0.585982304	0.715415095	-1.144002759	60	0.167291058	0.958706655	0.361537449	0.983679543	0.851322096	0.989788439	0.871973394	0.761608124	0.909425968
"Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus"	0.176183551	0.358740161	0.980534953	0.810146746	0.496416322	0.479922691	0.946031527	0.978912453	-0.445220001	621	0.087516954	0.899086628	0.717319486	0.984902592	0.925312	0.809374438	0.736207937	0.978578483	0.987691936
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.647751922	0.314622974	0.992521332	0.826148492	0.640133046	0.276422415	0.912045524	0.577676564	-0.502209568	232	0.075115095	0.9641456	0.682187315	0.994726935	0.930272651	0.875873472	0.594126569	0.967610443	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.557475397	0.642204853	0.995352438	0.507345392	0.838174476	0.899409041	0.625690572	0.947144059	-0.192326417	94	0.046604512	0.955974921	0.883031672	0.995352438	0.765715619	0.962190087	0.95906925	0.785334131	0.985900242
