bugNames	pValues	log10PValues	xGroup	yGroup	xSampleSize	ySampleSize	meanXGroup	meanYGroup	pValuesAdjusted
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	0.25482326	0.593760932	HCCR	ICR	19	20	6.332804488	5.807389479	0.386230377
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.258116475	0.588184275	FOb	ICR	17	20	3.847693383	3.559454238	0.390541449
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.259075741	-0.586573252	FOb	LCCR	17	20	4.870223678	5.345072767	0.391312317
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.260048791	0.584945161	Control	DIO	18	18	0.18824319	0.062899212	0.392101296
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.26700806	-0.573475629	DIO	ICR	18	20	0.127166773	0.253393585	0.40181936
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.267417712	-0.572809832	HCCR	LCCR	19	20	3.565356802	3.785060123	0.40181936
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.269132655	0.570033605	FOb	HCCR	17	19	3.847693383	3.552929495	0.403698982
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.278198165	0.555645739	HCCR	ICR	19	20	4.5986118	4.366313223	0.415914085
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.278232181	0.55559264	Control	FOb	18	17	1.967115294	1.558409576	0.415914085
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	0.281293744	-0.550839926	HCCR	ICR	19	20	4.517478016	4.744092297	0.419769395
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	0.282134181	-0.549544295	Control	FOb	18	17	8.781843666	8.914485769	0.420302633
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.28464127	-0.545702132	DIO	FOb	18	17	3.911746943	4.245936393	0.423312657
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.285964454	0.543687948	FOb	LCCR	17	20	7.090139504	6.865717115	0.424554735
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	0.289376857	-0.538536205	Control	FOb	18	17	8.652465556	8.842530466	0.428889038
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.297396726	0.526663817	Control	LCCR	18	20	7.076061747	6.865717115	0.440025768
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.301693444	-0.520434128	Control	HCCR	18	19	0.972441025	1.481302576	0.44562529
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	0.306214528	0.513974209	DIO	FOb	18	17	3.399407399	3.112110091	0.450506887
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.306274704	-0.513888871	ICR	LCCR	20	20	7.911103438	8.082940191	0.450506887
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.306551813	0.513496111	ICR	LCCR	20	20	1.270262248	0.97417433	0.450506887
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.311165122	-0.507009088	Control	FOb	18	17	0.972441025	1.519871254	0.456515441
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.315261486	0.501329081	FOb	LCCR	17	20	6.006828703	5.8481354	0.461746621
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.316093559	-0.500184353	HCCR	LCCR	19	20	8.545046642	8.675406856	0.462187221
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.318329273	0.497123423	DIO	ICR	18	20	8.109617374	7.911103438	0.464675281
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.320167109	0.494623285	Control	LCCR	18	20	4.013216473	3.383352703	0.466575184
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other.Other	0.321786587	-0.492432062	Control	LCCR	18	20	5.849458425	6.104853759	0.468151055
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.323073137	0.490699151	Control	LCCR	18	20	6.341974337	5.815363602	0.468351177
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	0.323856756	0.489647039	Control	DIO	18	18	2.189568203	1.858236411	0.468351177
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.323936829	0.489539673	FOb	ICR	17	20	6.149531537	5.689634829	0.468351177
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.324077481	0.489351145	HCCR	LCCR	19	20	4.094384851	3.901761005	0.468351177
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.324916565	-0.488228147	HCCR	LCCR	19	20	1.481302576	1.961997093	0.468785093
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.325704797	-0.487175845	HCCR	LCCR	19	20	4.5986118	4.825371934	0.469144327
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.327387104	0.484938432	ICR	LCCR	20	20	8.072186032	7.743647805	0.470788067
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.329342184	0.482352639	Control	ICR	18	20	0.394388648	0.16760652	0.472080389
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.32937103	-0.482314602	Control	ICR	18	20	4.260176711	4.590671806	0.472080389
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.331098093	0.48004332	HCCR	ICR	19	20	8.545046642	8.396765033	0.472237968
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.331332762	0.479735619	Control	DIO	18	18	0.069178522	0	0.472237968
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.331332762	0.479735619	Control	DIO	18	18	0.081647896	0	0.472237968
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.332194985	-0.478606929	DIO	FOb	18	17	0	0.049184561	0.472237968
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.332194985	-0.478606929	DIO	FOb	18	17	0	0.055506919	0.472237968
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.344573358	-0.462718304	Control	LCCR	18	20	0.423372429	0.624044377	0.489035598
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other.Other	0.345181339	-0.461952691	Control	FOb	18	17	5.849458425	6.103443073	0.489100594
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	0.352027534	0.453423367	HCCR	LCCR	19	20	7.625452253	7.34575169	0.49799017
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__	0.353480475	-0.45163457	DIO	FOb	18	17	2.053652222	2.266063811	0.499233788
k__Bacteria.Other.Other.Other.Other.Other	0.354106853	-0.450865668	DIO	HCCR	18	19	0.229856003	0.382072878	0.49930788
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.35606545	0.448470165	DIO	HCCR	18	19	8.109617374	7.915977525	0.500858635
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.35635804	-0.448113438	HCCR	LCCR	19	20	7.915977525	8.082940191	0.500858635
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter	0.359958488	-0.443747581	ICR	LCCR	20	20	9.452940828	9.522699412	0.504149463
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.360126885	-0.443544455	FOb	ICR	17	20	0.919595189	1.24488687	0.504149463
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__	0.360437892	-0.443169559	Control	FOb	18	17	2.046664561	2.266063811	0.504149463
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.362296565	-0.440935783	ICR	LCCR	20	20	0.448753736	0.624044377	0.505935813
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.3636096	-0.439364659	FOb	HCCR	17	19	1.558409576	1.829143769	0.506955692
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.364266689	-0.438580542	DIO	HCCR	18	19	0.75999528	1.042423408	0.507059231
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.365973806	-0.436549998	HCCR	LCCR	19	20	1.060417419	1.285798175	0.508621743
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter	0.366826355	-0.435539469	HCCR	ICR	19	20	9.379768318	9.452940828	0.508993508
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.369647024	0.432212785	Control	DIO	18	18	1.050477449	0.75999528	0.512059558
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.370213174	-0.43154813	Control	DIO	18	18	5.909883254	6.187678354	0.512059558
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.370918203	-0.430721853	FOb	LCCR	17	20	2.669880312	3.383352703	0.512220375
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.376318285	0.424444679	FOb	LCCR	17	20	0.709028412	0.488604649	0.518854054
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.377505392	0.42307684	Control	DIO	18	18	0.394388648	0.178598836	0.519667233
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	0.382810556	-0.417016095	DIO	FOb	18	17	5.647104457	5.799595824	0.526137731
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.384439221	0.415172311	DIO	FOb	18	17	1.881965363	1.558409576	0.52754278
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	0.386317196	-0.41305596	FOb	ICR	17	20	6.033732165	6.491776904	0.529284977
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	0.390346026	-0.408550238	Control	LCCR	18	20	4.270826496	4.945698897	0.533796583
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.390837268	-0.408004031	Control	FOb	18	17	0.423372429	0.601559494	0.533796583
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.396327176	0.401946148	FOb	LCCR	17	20	1.558409576	1.284201259	0.540446149
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.397317162	0.400862676	DIO	FOb	18	17	5.899837859	5.726038056	0.540948248
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.397981326	0.400137305	Control	LCCR	18	20	4.10499094	3.836634771	0.541005865
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	0.403340165	-0.394328529	HCCR	LCCR	19	20	9.222575355	9.349062836	0.547435169
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.409052891	-0.388220534	FOb	LCCR	17	20	1.519871254	1.961997093	0.554324011
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.412581529	0.384490219	FOb	ICR	17	20	5.726038056	5.538267137	0.558236284
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.413838686	0.383168914	FOb	ICR	17	20	0.825958128	0.511471995	0.558327453
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.414348782	-0.382633933	HCCR	LCCR	19	20	0.567211502	0.758524178	0.558327453
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.414574178	0.382397752	FOb	ICR	17	20	0.601559494	0.448753736	0.558327453
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.416025576	0.380879969	FOb	ICR	17	20	0.293172949	0.16760652	0.559416154
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	0.417370991	0.379477739	HCCR	LCCR	19	20	5.947147941	5.666460962	0.560359201
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.41809211	0.378728028	FOb	HCCR	17	19	7.090139504	6.897723059	0.560462458
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	0.42121321	0.375498017	Control	FOb	18	17	3.287157819	3.112110091	0.563777681
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.422860508	0.373802872	Control	LCCR	18	20	0.671667087	0.488604649	0.565113122
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.42534381	-0.371259883	ICR	LCCR	20	20	0.345191858	0.488604649	0.567559992
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.42872296	0.367823258	Control	LCCR	18	20	1.06101963	0.703392097	0.571192917
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	0.431265864	0.365254916	HCCR	ICR	19	20	6.903354383	6.69789235	0.573702296
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.437395842	0.35912535	FOb	ICR	17	20	0.388702859	0.282770644	0.580968523
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.43884118	0.357692626	Control	HCCR	18	19	7.076061747	6.897723059	0.581999736
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.440047214	-0.356500724	HCCR	ICR	19	20	1.042423408	1.24488687	0.582710923
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__	0.447350251	0.349352315	HCCR	ICR	19	20	3.597112959	3.42482844	0.591481334
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.450108595	0.346682694	DIO	FOb	18	17	6.835164448	6.456518547	0.594225307
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__AF12	0.453825169	0.343111421	ICR	LCCR	20	20	7.127332301	7.020900885	0.598224087
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.463418404	0.334026723	DIO	HCCR	18	19	0.48960859	0.344350661	0.609945554
k__Bacteria.Other.Other.Other.Other.Other	0.477395714	-0.321121485	DIO	FOb	18	17	0.229856003	0.351462643	0.626655343
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.477554589	-0.320976977	ICR	LCCR	20	20	5.710510268	5.8481354	0.626655343
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.479332264	-0.319363338	Control	FOb	18	17	1.63481108	1.863758758	0.628040767
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	0.480499475	-0.318307082	HCCR	ICR	19	20	6.08848807	6.491776904	0.628623374
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.481481446	0.317420444	HCCR	ICR	19	20	1.481302576	1.207530596	0.628962249
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.482778585	-0.316252003	Control	ICR	18	20	1.050477449	1.24488687	0.629711197
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	0.483624055	-0.315492106	FOb	LCCR	17	20	4.431363288	4.945698897	0.629869653
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.486280582	0.313113072	FOb	ICR	17	20	1.519871254	1.207530596	0.63238282
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.487836289	0.311725897	FOb	ICR	17	20	4.870223678	4.590671806	0.633459062
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other.Other	0.490809812	0.309086764	ICR	LCCR	20	20	6.268685964	6.104853759	0.636370397
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.502975771	-0.298452935	DIO	FOb	18	17	0.095971206	0.166271409	0.651173989
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.505530344	0.296252771	HCCR	ICR	19	20	6.897723059	6.75804999	0.653042772
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.505920493	0.295917729	Control	ICR	18	20	5.909883254	5.713858889	0.653042772
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.507222416	-0.294801561	DIO	FOb	18	17	0.178598836	0.293172949	0.653682143
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.508610483	-0.293614693	Control	LCCR	18	20	4.662578956	4.825371934	0.653682143
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other.Other	0.508669898	-0.293563962	FOb	ICR	17	20	6.103443073	6.268685964	0.653682143
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	0.510050744	0.292386614	ICR	LCCR	20	20	9.430796646	9.349062836	0.654489893
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.511799482	-0.290900158	HCCR	ICR	19	20	0.344350661	0.448753736	0.655766642
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.520382329	0.283677459	ICR	LCCR	20	20	1.638239934	1.322186711	0.665783274
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.522459501	0.281947368	Control	HCCR	18	19	6.341974337	6.05050646	0.667459275
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__AF12	0.525222703	-0.27965651	HCCR	LCCR	19	20	6.943226293	7.020900885	0.670005501
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.529959644	-0.275757201	HCCR	ICR	19	20	0.248758206	0.345191858	0.675058404
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.536839043	0.270155906	Control	DIO	18	18	8.164846322	8.062554024	0.68282159
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.540028246	0.267583524	HCCR	LCCR	19	20	6.05050646	5.815363602	0.685875291
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.542599256	-0.265520806	ICR	LCCR	20	20	6.75804999	6.865717115	0.688136083
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.54529221	0.263370707	FOb	LCCR	17	20	6.149531537	5.815363602	0.69054472
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.54943713	-0.260081995	DIO	LCCR	18	20	0.48960859	0.624044377	0.694782418
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.552110804	-0.257973754	DIO	ICR	18	20	4.242633121	4.366313223	0.697150072
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.556219392	0.254753874	FOb	ICR	17	20	8.492919546	8.396765033	0.701320102
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	0.561875584	-0.250359839	FOb	LCCR	17	20	6.033732165	6.356422766	0.707426568
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.565523771	0.247549136	DIO	FOb	18	17	8.109617374	7.956742344	0.710990868
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.566696962	-0.246649115	Control	ICR	18	20	0.972441025	1.207530596	0.711437745
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.574138456	-0.240983363	DIO	FOb	18	17	1.223855465	1.519871254	0.719741292
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.583028507	0.23431021	FOb	HCCR	17	19	5.726038056	5.592609941	0.729834246
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.584616137	0.233129201	HCCR	LCCR	19	20	6.489647645	6.359771052	0.730770172
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.588974352	0.229903617	ICR	LCCR	20	20	1.450267797	1.284201259	0.735161673
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.590139629	-0.22904522	DIO	HCCR	18	19	1.223855465	1.481302576	0.735244754
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.59073113	-0.228610142	Control	DIO	18	18	7.076061747	7.193554962	0.735244754
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.592732259	-0.227141436	ICR	LCCR	20	20	0.511471995	0.703392097	0.736375852
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.593332727	-0.226701696	HCCR	ICR	19	20	3.565356802	3.693635822	0.736375852
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	0.594774295	0.225647809	HCCR	LCCR	19	20	4.55541109	4.321503629	0.737113443
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.605941431	-0.217569352	FOb	LCCR	17	20	7.956742344	8.082940191	0.748768491
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.60629323	0.217317281	HCCR	LCCR	19	20	1.609022799	1.322186711	0.748768491
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	0.606760674	-0.216982575	HCCR	LCCR	19	20	6.430945996	6.637955343	0.748768491
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.609179228	-0.215254914	HCCR	LCCR	19	20	5.749309821	5.8481354	0.750299387
k__Bacteria.Other.Other.Other.Other.Other	0.61072709	0.214152816	Control	DIO	18	18	0.322948234	0.229856003	0.750299387
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.611188549	-0.213824791	DIO	FOb	18	17	0.48960859	0.601559494	0.750299387
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.611898141	-0.213320867	Control	DIO	18	18	0.972441025	1.223855465	0.750299387
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.612313293	0.213026312	DIO	FOb	18	17	4.480717419	4.407585381	0.750299387
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other.Other	0.613961925	-0.211858561	HCCR	LCCR	19	20	5.974492417	6.104853759	0.751261427
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.617059906	0.209672671	Control	FOb	18	17	1.06101963	0.825958128	0.75399174
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.619400399	-0.208028519	Control	FOb	18	17	0.300071037	0.412916936	0.755790108
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.621821112	0.206334537	Control	LCCR	18	20	0.24075178	0.182915301	0.756149809
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.Other.Other	0.622155497	0.206101058	Control	FOb	18	17	1.872406638	1.73517994	0.756149809
